time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magNst,status,locationSource,magSource
,-19.67623,-77.93991,,,,,,,,,,,,,,,,,
,-19.67407,-77.94096,,,,,,,,,,,,,,,,,
,-19.66864,-77.94347,,,,,,,,,,,,,,,,,
,-19.64999,-77.96158,,,,,,,,,,,,,,,,,
,-18.84377,-79.69396,,,,,,,,,,,,,,,,,
,-18.83849,-79.69441,,,,,,,,,,,,,,,,,
,-18.7974,-79.733,,,,,,,,,,,,,,,,,
,-18.79534,-79.7416,,,,,,,,,,,,,,,,,
,-18.78511,-79.74836,,,,,,,,,,,,,,,,,
,-18.73475,-79.7756,,,,,,,,,,,,,,,,,
,-18.72923,-79.77852,,,,,,,,,,,,,,,,,
,-18.7337,-80.00781,,,,,,,,,,,,,,,,,
,-18.73265,-80.00925,,,,,,,,,,,,,,,,,
,-18.82772,-79.71721,,,,,,,,,,,,,,,,,
,-18.81908,-79.7239,,,,,,,,,,,,,,,,,
,-18.8074,-79.72795,,,,,,,,,,,,,,,,,
,-19.17478,-79.70595,,,,,,,,,,,,,,,,,
,-18.09454,-79.74825,,,,,,,,,,,,,,,,,
,-17.90302,-79.77192,,,,,,,,,,,,,,,,,
,-17.8777,-79.73671,,,,,,,,,,,,,,,,,
,-17.7235,-79.66366,,,,,,,,,,,,,,,,,
,-17.7112,-79.67882,,,,,,,,,,,,,,,,,
,-17.69256,-79.72752,,,,,,,,,,,,,,,,,
,-18.14823,-79.66246,,,,,,,,,,,,,,,,,
,-18.51671,-79.80526,,,,,,,,,,,,,,,,,
,-19.06516,-79.52529,,,,,,,,,,,,,,,,,
,-18.61037,-78.8447,,,,,,,,,,,,,,,,,
,-18.42171,-79.0348,,,,,,,,,,,,,,,,,
,-18.4086,-79.03311,,,,,,,,,,,,,,,,,
,-18.38544,-79.03761,,,,,,,,,,,,,,,,,
,-18.53555,-79.06763,,,,,,,,,,,,,,,,,
,-19.08606,-79.20902,,,,,,,,,,,,,,,,,
,-20.41864,-77.46949,,,,,,,,,,,,,,,,,
,-20.46002,-74.75691,,,,,,,,,,,,,,,,,
,-18.81449,-79.70835,,,,,,,,,,,,,,,,,
,-18.8058,-79.71496,,,,,,,,,,,,,,,,,
,-18.80255,-79.71846,,,,,,,,,,,,,,,,,
,-18.79838,-79.72893,,,,,,,,,,,,,,,,,
,-18.79687,-79.73726,,,,,,,,,,,,,,,,,
,-18.76639,-79.75704,,,,,,,,,,,,,,,,,
,-18.76301,-79.7587,,,,,,,,,,,,,,,,,
,-18.7569,-79.76338,,,,,,,,,,,,,,,,,
,-18.82917,-79.71442,,,,,,,,,,,,,,,,,
,-18.82685,-79.71848,,,,,,,,,,,,,,,,,
,-18.81042,-79.72649,,,,,,,,,,,,,,,,,
,-19.17294,-79.70653,,,,,,,,,,,,,,,,,
,-19.21489,-79.47104,,,,,,,,,,,,,,,,,
,-19.21255,-79.47356,,,,,,,,,,,,,,,,,
,-18.10225,-79.74151,,,,,,,,,,,,,,,,,
,-17.90362,-79.77038,,,,,,,,,,,,,,,,,
,-17.89994,-79.77632,,,,,,,,,,,,,,,,,
,-17.8828,-79.73191,,,,,,,,,,,,,,,,,
,-17.8692,-79.74136,,,,,,,,,,,,,,,,,
,-17.72137,-79.66667,,,,,,,,,,,,,,,,,
,-17.69666,-79.70849,,,,,,,,,,,,,,,,,
,-17.90475,-79.71226,,,,,,,,,,,,,,,,,
,-17.93209,-79.7092,,,,,,,,,,,,,,,,,
,-17.92509,-79.71312,,,,,,,,,,,,,,,,,
,-18.0919,-79.7684,,,,,,,,,,,,,,,,,
,-18.09398,-79.77307,,,,,,,,,,,,,,,,,
